id,Geographic Area Name,Total population,Margin of Error Total population,White Percentage,Margin of Error White Percentage,Black Percentage,Margin of Error Black Percentage,Native Percentage,Margin of Error Native Percentage,Asian Percentage,Margin of Error Asian Percentage,Islander Percentage,Margin of Error Islander Percentage,Other Percentage,Margin of Error Other Percentage,Mixed Percentage,Margin of Error Mixed Percentage,Latino Total Percentage,Margin of Error Latino Total Percentage,White Alone Percentage,Margin of Error White Alone Percentage,Mean Income Total,Margin of Error Mean Income Total,Mean Income White,Margin of Error Mean Income White,Mean Income Black,Margin of Error Mean Income Black,Mean Income Native,Margin of Error Mean Income Native,Mean Income Asian,Margin of Error Mean Income Asian,Mean Income Islander,Margin of Error Mean Income Islander,Mean Income Other,Margin of Error Mean Income Other,Mean Income Mixed,Margin of Error Mean Income Mixed,Mean Income Latino Total,Margin of Error Mean Income Latino Total,Mean Income White Alone,Margin of Error Mean Income White Alone
0500000US36001,Albany,308846,*****,74.7,0.7,12.4,0.7,0.3,0.2,6.8,0.3,0,0.1,1.8,0.5,4,0.8,5.8,*****,72.1,0.4,34857,1418,38827,1496,20046,2681,20542,12585,34499,8941,N,N,16646,5030,16286,6226,22701,4570,39063,1526
0500000US36005,Bronx,1455720,*****,21.5,0.9,34,0.6,0.6,0.2,3.6,0.2,0,0.1,36.3,1,4,0.5,56,*****,9,0.1,19369,464,25512,1270,20323,773,13002,3498,21650,2536,N,N,15009,696,16624,3666,16003,514,35214,2157
0500000US36007,Broome,195334,*****,85.3,0.5,6.5,0.8,0,0.1,3.6,0.6,0,0.1,1,0.5,3.7,0.8,4.1,*****,83.6,0.1,27373,1427,30001,1592,12602,3056,N,N,15463,4282,N,N,12379,7817,8150,2348,11959,3274,30304,1626
0500000US36009,Cattaraugus,77677,*****,91.8,0.4,1.5,0.4,3.4,0.4,0.7,0.3,0,0.2,0.5,0.3,2.2,0.6,2,*****,90.7,0.1,23841,972,24639,975,7093,7256,14485,3052,N,N,N,N,25266,19293,11167,4502,12085,5795,24825,984
0500000US36011,Cayuga,77861,*****,92.1,0.6,4.2,0.7,0.2,0.1,0.5,0.5,0,0.2,0.7,0.5,2.3,0.8,2.9,*****,90.2,0.1,28023,1558,29557,1668,9068,4201,N,N,30367,24573,N,N,N,N,4722,3053,11995,5990,29928,1688
0500000US36013,Chautauqua,129504,*****,92.7,0.9,2.9,0.4,0.3,0.1,0.6,0.3,0,0.1,1.6,0.8,2,0.7,7.5,*****,87.5,0.1,23049,1153,24116,1269,7714,2599,31740,11863,14943,12460,N,N,11323,3733,6662,4308,9798,1150,24985,1311
0500000US36015,Chemung,86322,*****,87.9,0.6,5.6,1,0.2,0.3,1.8,0.1,0,0.1,0.9,0.6,3.6,1.1,3,*****,86.2,0.3,27636,1977,28273,2041,13992,6448,N,N,70821,36933,N,N,16523,11352,10954,7604,14262,6757,28528,2038
0500000US36019,Clinton,81073,*****,90.2,0.8,4.8,0.4,0.1,0.2,1.2,0.4,0,0.2,2.2,0.9,1.5,0.7,2.9,*****,89.4,0.8,25278,1549,26865,1594,N,N,N,N,23496,7667,N,N,15212,9275,N,N,14451,7560,26878,1642
0500000US36027,Dutchess,294473,*****,79,1.1,10.7,0.7,0.3,0.1,3.6,0.3,0.1,0.2,3.1,1,3.1,0.8,12,*****,71.3,0.5,37559,1476,40813,1773,23316,3571,25245,14150,38446,10645,N,N,27452,11718,14869,6334,26675,3548,42065,1780
0500000US36029,Erie,921046,*****,78.1,0.4,13.3,0.3,0.5,0.1,3.7,0.1,0,0.1,2,0.4,2.3,0.4,5.3,*****,75.8,0.1,31450,795,35139,973,18107,1438,15095,2936,27041,4274,N,N,10848,1888,13166,3188,14920,2287,35639,981
0500000US36045,Jefferson,114006,*****,86.5,0.9,5.1,1.1,1.5,1,1.8,0.4,0,0.1,1.2,0.5,3.9,1,7.2,*****,82,0.1,23964,1125,25308,1274,19361,4631,16759,6345,15935,9811,N,N,14222,7582,9512,2778,12508,2352,25994,1228
0500000US36047,Kings,2629150,*****,42.8,0.4,32.8,0.3,0.3,0.1,12,0.2,0.1,0.1,9,0.4,3,0.2,19.2,*****,35.8,0.1,30526,513,39742,954,24685,1036,18275,4204,26216,1455,27497,17021,16136,940,25071,3044,19270,643,42902,1066
0500000US36051,Livingston,64257,*****,92.6,0.8,3.1,0.8,0.5,0.4,1.1,0.5,0.1,0.2,1.2,0.8,1.3,0.6,3.5,*****,90.8,0.2,23687,972,24974,1087,2038,1228,N,N,5443,5361,N,N,22892,8058,N,N,13620,5736,25198,1080
0500000US36053,Madison,71329,*****,94.6,0.7,1.8,0.7,0.3,0.2,1,0.4,0.2,0.4,0.3,0.2,1.8,0.9,2.1,*****,93.1,0.3,29509,2118,30395,2134,14645,12647,29863,10847,12462,11887,N,N,N,N,11158,4955,22144,11172,30466,2166
0500000US36055,Monroe,747727,*****,76.3,0.4,15.2,0.4,0.4,0.1,3.5,0.2,0,0.1,1.6,0.3,2.9,0.4,8.5,*****,70.7,0.1,31269,850,35209,1040,17305,1166,20621,11574,28764,5213,N,N,17158,2984,13238,2013,16934,1598,36627,1074
0500000US36059,Nassau,1361500,*****,68.1,0.7,11.6,0.3,0.3,0.1,9.4,0.2,0,0.1,7.5,0.6,3.1,0.5,16.8,*****,60.5,0.2,46482,715,53168,1073,32447,1512,52782,39192,44286,2632,35308,14102,20708,1825,21243,2947,26576,1385,55706,1171
0500000US36061,New York,1643734,*****,56.7,0.6,15,0.4,0.3,0.1,12.4,0.2,0.1,0.1,10.9,0.7,4.6,0.6,26,*****,46.8,0.1,68126,1725,92873,2860,25020,1692,30904,16541,62932,5662,32798,18594,19163,1741,36631,9086,24422,1571,105508,3329
0500000US36063,Niagara,211758,*****,87.4,0.6,6.4,0.6,1.1,0.2,1,0.2,0.1,0.1,0.9,0.5,3.2,0.7,2.8,*****,85.7,0.2,27848,1102,29643,1240,16425,3068,15781,8070,16992,7766,N,N,23220,9659,10754,3558,18573,3841,29922,1240
0500000US36065,Oneida,231190,*****,85.6,0.6,5.8,0.7,0.2,0.2,4.2,0.2,0,0.1,1.1,0.4,3.2,0.7,5.5,*****,82.2,0.2,27357,1493,29073,1474,14071,2773,N,N,27340,19427,N,N,14455,9808,8849,3689,11290,2836,29848,1512
0500000US36067,Onondaga,466194,*****,79.6,0.4,11.3,0.4,0.4,0.1,3.7,0.2,0,0.1,1.3,0.4,3.6,0.5,4.8,*****,77,0.1,31040,746,34484,896,16335,1734,32013,11840,24462,5855,N,N,13421,2960,14704,3909,17052,2468,34915,904
0500000US36069,Ontario,109828,*****,92.2,0.6,2.9,0.7,0.5,0.6,1.2,0.3,0.1,0.2,1.5,0.7,1.6,0.6,4.5,*****,90.2,0.2,32922,1874,34014,1912,12595,4922,N,N,52584,31375,N,N,10646,6988,12996,7996,15012,4593,34345,1986
0500000US36071,Orange,379210,*****,73.5,1.2,10.2,0.7,0.5,0.2,2.8,0.3,0,0.1,8.7,1.3,4.2,0.9,20.1,*****,64.7,0.2,31571,1108,34259,1332,27687,3477,23261,7486,37165,9903,N,N,20509,2948,14456,4830,24068,1758,34829,1355
0500000US36075,Oswego,118987,*****,95.7,0.4,1.5,0.5,0.2,0.1,0.6,0.2,0.1,0.1,0.1,0.1,1.8,0.4,2.5,*****,94.2,0.1,25432,1279,26057,1375,12398,5997,N,N,20408,16337,N,N,N,N,6791,2515,12636,6470,26196,1339
0500000US36079,Putnam,98900,*****,86,1.8,1.5,0.7,0.9,0.6,2.2,0.4,0.1,0.1,7.1,1.9,2.2,0.8,14.3,*****,79.5,0.2,43309,3510,46474,4038,45042,25643,N,N,34018,21599,N,N,16372,4574,22271,14546,24698,4436,47745,4183
0500000US36081,Queens,2333054,*****,38.8,0.6,18.1,0.3,0.4,0.1,25.4,0.3,0.1,0.1,13.7,0.7,3.6,0.3,28,*****,24.9,0.1,28609,439,35817,833,27363,763,22144,5722,24822,914,36706,17584,18714,701,21958,1812,21362,581,42570,1233
0500000US36083,Rensselaer,160070,*****,86.2,0.7,6.1,0.8,0.5,0.6,2.5,0.5,0,0.1,1.2,0.7,3.5,0.8,4.9,*****,83.5,0.1,32904,1522,35480,1728,19702,3715,N,N,24696,6075,N,N,15133,4792,7221,2078,14130,3379,36072,1764
0500000US36085,Richmond,476015,*****,74.1,1.1,10.3,0.5,0.1,0.1,8.6,0.3,0.2,0.2,4.7,1.1,2.2,0.5,18.4,*****,61.5,0.2,33559,1249,35699,1476,24200,3089,N,N,37412,5814,N,N,20668,2345,19043,8491,21660,2117,38450,1515
0500000US36087,Rockland,326780,*****,69.1,1.3,12.3,0.6,0.2,0.1,6,0.3,0,0.1,10.4,1.5,1.9,0.5,17.6,*****,62.5,0.6,37038,1528,39252,1492,32239,7741,60586,22948,51702,6535,N,N,22422,5928,18344,4589,21847,3888,40918,1625
0500000US36089,St. Lawrence,110038,*****,93.5,0.5,2.7,0.3,0.4,0.3,1.4,0.2,0,0.1,0.4,0.2,1.7,0.6,2.8,0.4,92,0.1,24212,1663,25111,1744,3948,2119,18239,7229,20553,12461,N,N,N,N,11804,4937,7037,4597,25412,1762
0500000US36091,Saratoga,227053,*****,93.2,0.4,1.2,0.6,0.2,0.2,3,0.2,0,0.1,0.4,0.3,2,0.7,3.1,*****,90.7,0.1,41368,2323,41428,2282,27121,9836,N,N,56382,18417,N,N,27356,8242,29037,8466,25248,5177,41867,2343
0500000US36093,Schenectady,154553,*****,77.3,1.4,9.4,1.4,0.2,0.2,4.4,0.4,0.1,0.2,4.6,1.8,4,1.2,6.9,*****,72.5,1.1,28485,1468,31586,1528,17021,5242,N,N,27380,7183,N,N,13458,3474,14824,8786,15108,5494,32471,1593
0500000US36101,Steuben,96940,*****,94.4,0.4,1.9,0.5,0.1,0.1,1.3,0.4,0,0.2,0.5,0.4,1.7,0.5,1.7,*****,93.5,0.2,28395,2636,28293,2707,18007,7609,N,N,60875,36112,N,N,N,N,22602,8300,16243,6960,28412,2724
0500000US36103,Suffolk,1492583,*****,80.1,0.8,7.4,0.2,0.2,0.1,3.9,0.2,0.1,0.1,6.2,0.8,2,0.3,19,*****,68,0.1,40253,809,43689,1008,26862,1676,16243,4951,40208,4416,33148,22159,18805,1790,22192,3683,22431,1369,47089,1071
0500000US36105,Sullivan,74801,*****,80.9,2.7,7.6,1.3,0.1,0.1,1.6,0.5,0,0.2,5.8,2.8,4,1.8,15.7,*****,71.3,1.8,27870,3187,31455,3811,13696,4483,N,N,24503,8713,N,N,7875,3583,12972,12141,12022,3723,34050,4199
0500000US36109,Tompkins,104871,*****,79.5,0.8,4.5,0.4,0.3,0.2,10.1,0.9,0,0.1,1.6,0.6,4,1.1,5,*****,76.8,0.3,28013,1557,30839,1647,7152,3564,N,N,23674,6124,N,N,14496,12880,13317,5736,17874,5355,31173,1672
0500000US36111,Ulster,179225,*****,84.8,1,6.1,1.1,0.1,0.1,2.2,0.3,0,0.1,2.9,0.9,3.9,1.1,10.1,*****,79.5,0.2,33190,1603,35774,1778,16839,7544,N,N,34883,19545,N,N,12345,7087,17155,6209,16433,5671,36800,1618
0500000US36113,Warren,64567,*****,96.2,0.3,1.1,0.4,0.1,0.2,0.9,0.3,0.1,0.2,0.2,0.3,1.3,0.5,2.4,*****,94.1,0.2,34098,3618,34364,3678,20126,9569,N,N,N,N,N,N,N,N,13076,9061,16833,8105,34780,3757
0500000US36117,Wayne,90798,*****,93.1,1,2.7,0.4,0.1,0.1,0.9,0.3,0,0.2,1.2,1,2.1,0.5,4.3,*****,90,0.1,28775,1689,29665,1781,18931,4692,N,N,30039,8868,N,N,14201,6562,10321,4511,17115,5191,30060,1835
0500000US36119,Westchester,974542,*****,64.5,0.9,14.8,0.4,0.3,0.1,5.9,0.2,0,0.1,11.1,0.8,3.3,0.5,24.4,*****,53.8,0.1,50631,1315,61356,1923,31237,2396,18952,12815,63538,6355,N,N,16546,1217,22368,4260,21948,1087,68152,2189
