race,date,meanIncome,county,MOE
All,2017,27894,Sullivan,2812
All,2017,30545,Tompkins,2483
All,2017,32637,Ulster,1960
All,2017,34310,Warren,2360
All,2017,27006,Wayne,1625
All,2017,54116,Westchester,1360
Asian,2017,30714,Albany,6472
Asian,2017,20037,Bronx,2148
Asian,2017,21589,Broome,7446
Asian,2017,10680,Cattaraugus,5442
Asian,2017,32621,Cayuga,7318
Asian,2017,48010,Chautauqua,29770
Asian,2017,51994,Chemung,27671
Asian,2017,17006,Clinton,9931
Asian,2017,40712,Dutchess,6152
Asian,2017,26332,Erie,6559
Asian,2017,42704,Jefferson,19649
Asian,2017,26888,Kings,1506
Asian,2017,0,Livingston,0
Asian,2017,8185,Madison,3739
Asian,2017,36427,Monroe,6275
Asian,2017,46726,Nassau,2851
Asian,2017,61469,New York,5310
Asian,2017,11929,Niagara,8701
Asian,2017,13249,Oneida,3839
Asian,2017,21248,Onondaga,4818
Asian,2017,15918,Ontario,7879
Asian,2017,40803,Orange,9078
Asian,2017,0,Oswego,0
Asian,2017,69014,Putnam,30028
Asian,2017,26760,Queens,854
Asian,2017,22251,Rensselaer,6858
Asian,2017,30769,Richmond,3196
Asian,2017,42657,Rockland,5880
Asian,2017,22521,St. Lawrence,9226
Asian,2017,57487,Saratoga,24982
Asian,2017,19704,Schenectady,9638
Asian,2017,88158,Steuben,51648
Asian,2017,36207,Suffolk,3658
Asian,2017,22758,Sullivan,8256
Asian,2017,23072,Tompkins,5636
Asian,2017,25712,Ulster,8176
Asian,2017,0,Warren,0
Asian,2017,0,Wayne,0
Asian,2017,61769,Westchester,6842
Mixed,2017,15751,Albany,4556
Mixed,2017,21242,Bronx,4742
Mixed,2017,9202,Broome,3019
Mixed,2017,6056,Cattaraugus,2281
Mixed,2017,11098,Cayuga,4642
Mixed,2017,10036,Chautauqua,5343
Mixed,2017,13828,Chemung,5436
Mixed,2017,5170,Clinton,3835
Mixed,2017,20095,Dutchess,7400
Mixed,2017,11598,Erie,2889
Mixed,2017,9859,Jefferson,3282
Mixed,2017,31799,Kings,3373
Mixed,2017,10785,Livingston,7317
Mixed,2017,0,Madison,0
Mixed,2017,13391,Monroe,2714
Mixed,2017,24198,Nassau,2786
Mixed,2017,33447,New York,4031
Mixed,2017,15019,Niagara,6769
Mixed,2017,10367,Oneida,3475
Mixed,2017,14965,Onondaga,3040
Mixed,2017,9043,Ontario,6604
Mixed,2017,19496,Orange,5060
Mixed,2017,16336,Oswego,4002
Mixed,2017,23707,Putnam,11515
Mixed,2017,23038,Queens,2156
Mixed,2017,11214,Rensselaer,3910
Mixed,2017,22269,Richmond,9230
Mixed,2017,25894,Rockland,6842
Mixed,2017,9284,St. Lawrence,4509
Mixed,2017,25263,Saratoga,11458
Mixed,2017,15967,Schenectady,7359
Mixed,2017,9225,Steuben,3458
Mixed,2017,26311,Suffolk,6206
Mixed,2017,34923,Sullivan,17071
Mixed,2017,16486,Tompkins,6960
Mixed,2017,11421,Ulster,3737
Mixed,2017,4882,Warren,3320
Mixed,2017,5456,Wayne,3124
Mixed,2017,24431,Westchester,4247
Black,2017,18009,Albany,2177
Black,2017,20646,Bronx,975
Black,2017,12421,Broome,2504
Black,2017,9393,Cattaraugus,7699
Black,2017,6638,Cayuga,4212
Black,2017,8396,Chautauqua,2828
Black,2017,8853,Chemung,4223
Black,2017,5207,Clinton,3615
Black,2017,23542,Dutchess,3156
Black,2017,20338,Erie,2185
Black,2017,18069,Jefferson,3464
Black,2017,24733,Kings,693
Black,2017,10780,Livingston,7653
Black,2017,0,Madison,0
Black,2017,18163,Monroe,1571
Black,2017,32925,Nassau,1831
Black,2017,29895,New York,2658
Black,2017,14427,Niagara,2039
Black,2017,17634,Oneida,5090
Black,2017,15447,Onondaga,1934
Black,2017,19356,Ontario,9638
Black,2017,29663,Orange,3402
Black,2017,11047,Oswego,8714
Black,2017,0,Putnam,0
Black,2017,28540,Queens,908
Black,2017,17021,Rensselaer,3835
Black,2017,21972,Richmond,2428
Black,2017,32512,Rockland,3476
Black,2017,3266,St. Lawrence,1611
Black,2017,30105,Saratoga,14986
Black,2017,17744,Schenectady,4133
Black,2017,19299,Steuben,8058
Black,2017,26669,Suffolk,1868
Black,2017,12622,Sullivan,3778
Black,2017,13460,Tompkins,6493
Black,2017,29881,Ulster,7409
Black,2017,0,Warren,0
Black,2017,11361,Wayne,5809
Black,2017,31582,Westchester,2130
Latino,2017,19236,Albany,3017
Latino,2017,17167,Bronx,800
Latino,2017,11033,Broome,4241
Latino,2017,6034,Cattaraugus,2471
Latino,2017,10532,Cayuga,3719
Latino,2017,12886,Chautauqua,3068
Latino,2017,8253,Chemung,4565
Latino,2017,7547,Clinton,5095
Latino,2017,23879,Dutchess,2704
Latino,2017,16900,Erie,2595
Latino,2017,13931,Jefferson,2504
Latino,2017,21064,Kings,1476
Latino,2017,13645,Livingston,6897
Latino,2017,35436,Madison,12172
Latino,2017,15929,Monroe,1260
Latino,2017,26463,Nassau,1449
Latino,2017,29938,New York,3023
Latino,2017,14426,Niagara,4243
Latino,2017,16691,Oneida,7665
Latino,2017,15801,Onondaga,2175
Latino,2017,12920,Ontario,1725
Latino,2017,24505,Orange,1988
Latino,2017,17566,Oswego,15246
Latino,2017,32708,Putnam,12196
Latino,2017,23194,Queens,717
Latino,2017,19897,Rensselaer,4004
Latino,2017,23933,Richmond,2028
Latino,2017,23058,Rockland,3307
Latino,2017,12007,St. Lawrence,6601
Latino,2017,25213,Saratoga,6549
Latino,2017,13725,Schenectady,4777
Latino,2017,17926,Steuben,11651
Latino,2017,26022,Suffolk,1777
Latino,2017,14864,Sullivan,3915
Latino,2017,19280,Tompkins,7509
Latino,2017,16796,Ulster,2911
Latino,2017,24535,Warren,10110
Latino,2017,13046,Wayne,6458
Latino,2017,24069,Westchester,1215
Native,2017,22445,Albany,14449
Native,2017,17897,Bronx,5516
Native,2017,0,Broome,0
Native,2017,18644,Cattaraugus,8123
Native,2017,0,Cayuga,0
Native,2017,0,Chautauqua,0
Native,2017,0,Chemung,0
Native,2017,0,Clinton,0
Native,2017,0,Dutchess,0
Native,2017,23829,Erie,6395
Native,2017,30791,Jefferson,21940
Native,2017,0,Kings,0
Native,2017,0,Livingston,0
Native,2017,34413,Madison,11624
Native,2017,19539,Monroe,9369
Native,2017,22224,Nassau,10774
Native,2017,19143,New York,7892
Native,2017,19310,Niagara,6854
Native,2017,42764,Oneida,16778
Native,2017,10313,Onondaga,4010
Native,2017,0,Ontario,0
Native,2017,27319,Orange,13870
Native,2017,11601,Oswego,8521
Native,2017,0,Putnam,0
Native,2017,23004,Queens,5023
Native,2017,6627,Rensselaer,7962
Native,2017,22984,Richmond,13671
Native,2017,24075,Rockland,20179
Native,2017,12298,St. Lawrence,6360
Native,2017,40033,Saratoga,22431
Native,2017,0,Schenectady,0
Native,2017,14458,Steuben,14503
Native,2017,35830,Suffolk,12655
Native,2017,0,Sullivan,0
Native,2017,0,Tompkins,0
Native,2017,15539,Ulster,12074
Native,2017,0,Warren,0
Native,2017,0,Wayne,0
Native,2017,18774,Westchester,4835
Other,2017,14846,Albany,4532
Other,2017,15071,Bronx,775
Other,2017,8423,Broome,8612
Other,2017,0,Cattaraugus,0
Other,2017,13500,Cayuga,7769
Other,2017,12710,Chautauqua,3910
Other,2017,0,Chemung,0
Other,2017,6247,Clinton,6174
Other,2017,17657,Dutchess,5702
Other,2017,18190,Erie,5846
Other,2017,13061,Jefferson,6133
Other,2017,17201,Kings,1106
Other,2017,15319,Livingston,11777
Other,2017,0,Madison,0
Other,2017,16418,Monroe,3291
Other,2017,23526,Nassau,1891
Other,2017,21966,New York,3145
Other,2017,21090,Niagara,12783
Other,2017,11506,Oneida,6956
Other,2017,18773,Onondaga,5342
Other,2017,12937,Ontario,4061
Other,2017,23577,Orange,4095
Other,2017,0,Oswego,0
Other,2017,21555,Putnam,4562
Other,2017,21524,Queens,1013
Other,2017,13993,Rensselaer,3710
Other,2017,25709,Richmond,8308
Other,2017,12157,Rockland,2220
Other,2017,14068,St. Lawrence,9739
Other,2017,9027,Saratoga,5554
Other,2017,10825,Schenectady,3301
Other,2017,0,Steuben,0
Other,2017,22266,Suffolk,2118
Other,2017,14866,Sullivan,7931
Other,2017,1884,Tompkins,950
Other,2017,13375,Ulster,2668
Other,2017,0,Warren,0
Other,2017,13038,Wayne,8371
Other,2017,20516,Westchester,1632
Islander,2017,0,Albany,0
Islander,2017,24888,Bronx,15255
Islander,2017,0,Broome,0
Islander,2017,0,Cattaraugus,0
Islander,2017,0,Cayuga,0
Islander,2017,0,Chautauqua,0
Islander,2017,0,Chemung,0
Islander,2017,0,Clinton,0
Islander,2017,0,Dutchess,0
Islander,2017,0,Erie,0
Islander,2017,0,Jefferson,0
Islander,2017,54034,Kings,35407
Islander,2017,0,Livingston,0
Islander,2017,0,Madison,0
Islander,2017,0,Monroe,0
Islander,2017,0,Nassau,0
Islander,2017,52243,New York,44139
Islander,2017,0,Niagara,0
Islander,2017,0,Oneida,0
Islander,2017,0,Onondaga,0
Islander,2017,0,Ontario,0
Islander,2017,0,Orange,0
Islander,2017,0,Oswego,0
Islander,2017,0,Putnam,0
Islander,2017,30921,Queens,17110
Islander,2017,0,Rensselaer,0
Islander,2017,0,Richmond,0
Islander,2017,0,Rockland,0
Islander,2017,0,St. Lawrence,0
Islander,2017,0,Saratoga,0
Islander,2017,0,Schenectady,0
Islander,2017,0,Steuben,0
Islander,2017,0,Suffolk,0
Islander,2017,0,Sullivan,0
Islander,2017,0,Tompkins,0
Islander,2017,0,Ulster,0
Islander,2017,0,Warren,0
Islander,2017,0,Wayne,0
Islander,2017,0,Westchester,0
White,2018,39400,Rockland,2199
White,2018,31193,Sullivan,2792
White,2018,39348,Ulster,1967
White,2018,29139,Madison,2044
White,2018,38723,Queens,850
White,2018,70067,Westchester,1998
White,2018,0,Warren,0
White,2018,34209,Wayne,3124
White,2018,28331,Bronx,1578
White,2018,29457,Broome,1991
White,2018,41830,Dutchess,1681
White,2018,29812,Steuben,1626
White,2018,36780,Onondaga,1385
White,2018,37297,Ontario,2528
White,2018,31912,Chemung,3863
White,2018,27303,Jefferson,1549
White,2018,41031,Albany,1693
White,2018,36431,Erie,874
White,2018,57021,Nassau,1278
White,2018,37084,Orange,1604
White,2018,36729,Rensselaer,1773
White,2018,27153,Chautauqua,1486
White,2018,29971,Clinton,1877
White,2018,103192,New York,3234
White,2018,44052,Saratoga,1911
White,2018,25740,Cattaraugus,1377
White,2018,36953,Monroe,930
White,2018,36069,Tompkins,2934
White,2018,29661,Oneida,1066
White,2018,30154,Oswego,1942
White,2018,34101,Niagara,2309
White,2018,48200,Putnam,2672
White,2018,29511,Livingston,2260
White,2018,47239,Suffolk,911
White,2018,26721,St. Lawrence,1285
White,2018,30861,Cayuga,2229
White,2018,45225,Kings,991
White,2018,39388,Richmond,1396
White,2018,35328,Schenectady,1860
All,2018,37371,Rockland,1760
All,2018,29049,Sullivan,2346
All,2018,35400,Ulster,1690
All,2018,28421,Madison,2016
All,2018,31866,Queens,470
All,2018,56893,Westchester,1401
All,2018,33270,Warren,2817
All,2018,33106,Wayne,2967
All,2018,21712,Bronx,569
All,2018,28097,Broome,1724
All,2018,38897,Dutchess,1603
All,2018,29880,Steuben,1698
All,2018,33325,Onondaga,1138
All,2018,36344,Ontario,2497
All,2018,30185,Chemung,3355
All,2018,26769,Jefferson,1519
All,2018,36931,Albany,1423
All,2018,32795,Erie,777
All,2018,50397,Nassau,948
All,2018,34279,Orange,1287
All,2018,34381,Rensselaer,1712
All,2018,25964,Chautauqua,1360
All,2018,27980,Clinton,1657
All,2018,74911,New York,1872
All,2018,43386,Saratoga,1900
All,2018,25133,Cattaraugus,1334
All,2018,32970,Monroe,817
All,2018,32370,Tompkins,2546
All,2018,27883,Oneida,975
All,2018,29304,Oswego,1841
All,2018,32240,Niagara,2000
All,2018,46846,Putnam,2600
All,2018,28134,Livingston,2170
All,2018,43905,Suffolk,786
All,2018,25682,St. Lawrence,1199
All,2018,29116,Cayuga,2136
All,2018,34709,Kings,580
All,2018,35966,Richmond,1138
All,2018,31851,Schenectady,1377
Asian,2018,47879,Rockland,7318
Asian,2018,25003,Sullivan,15530
Asian,2018,8180,Ulster,4478
Asian,2018,29900,Madison,22995
Asian,2018,29435,Queens,967
Asian,2018,60993,Westchester,6696
Asian,2018,0,Warren,0
Asian,2018,40980,Wayne,18711
Asian,2018,25068,Bronx,3467
Asian,2018,29125,Broome,14919
Asian,2018,51721,Dutchess,10154
Asian,2018,41192,Steuben,23245
Asian,2018,29824,Onondaga,6678
Asian,2018,29672,Ontario,22647
Asian,2018,58662,Chemung,11972
Asian,2018,32062,Jefferson,19716
Asian,2018,39743,Albany,8026
Asian,2018,27785,Erie,5260
Asian,2018,48351,Nassau,2494
Asian,2018,47083,Orange,10225
Asian,2018,17181,Rensselaer,5761
Asian,2018,31329,Chautauqua,8324
Asian,2018,19798,Clinton,10104
Asian,2018,73255,New York,6507
Asian,2018,53085,Saratoga,15669
Asian,2018,44475,Cattaraugus,25186
Asian,2018,26621,Monroe,4679
Asian,2018,22472,Tompkins,5808
Asian,2018,16588,Oneida,3719
Asian,2018,18016,Oswego,10250
Asian,2018,27661,Niagara,8449
Asian,2018,37169,Putnam,17879
Asian,2018,29855,Livingston,14296
Asian,2018,41399,Suffolk,4837
Asian,2018,19598,St. Lawrence,10703
Asian,2018,19190,Cayuga,4632
Asian,2018,30968,Kings,1542
Asian,2018,31237,Richmond,3570
Asian,2018,28737,Schenectady,5448
Mixed,2018,17828,Rockland,5582
Mixed,2018,17358,Sullivan,14504
Mixed,2018,13511,Ulster,3992
Mixed,2018,21785,Madison,21630
Mixed,2018,26664,Queens,2829
Mixed,2018,25763,Westchester,7498
Mixed,2018,0,Warren,0
Mixed,2018,6948,Wayne,3080
Mixed,2018,24317,Bronx,6734
Mixed,2018,13571,Broome,5966
Mixed,2018,15564,Dutchess,3871
Mixed,2018,8975,Steuben,4031
Mixed,2018,14958,Onondaga,3058
Mixed,2018,15419,Ontario,11947
Mixed,2018,5560,Chemung,3022
Mixed,2018,24832,Jefferson,17553
Mixed,2018,14708,Albany,3057
Mixed,2018,16243,Erie,3106
Mixed,2018,27635,Nassau,5978
Mixed,2018,16663,Orange,4002
Mixed,2018,8956,Rensselaer,3188
Mixed,2018,12307,Chautauqua,4890
Mixed,2018,21057,Clinton,11924
Mixed,2018,40377,New York,8207
Mixed,2018,27856,Saratoga,14090
Mixed,2018,13457,Cattaraugus,9598
Mixed,2018,13734,Monroe,2718
Mixed,2018,10177,Tompkins,4652
Mixed,2018,12007,Oneida,6587
Mixed,2018,14273,Oswego,6413
Mixed,2018,8978,Niagara,3819
Mixed,2018,0,Putnam,0
Mixed,2018,0,Livingston,0
Mixed,2018,22653,Suffolk,4259
Mixed,2018,8992,St. Lawrence,5921
Mixed,2018,9372,Cayuga,5563
Mixed,2018,30469,Kings,3759
Mixed,2018,18102,Richmond,7351
Mixed,2018,9043,Schenectady,2943
Black,2018,34626,Rockland,6062
Black,2018,16948,Sullivan,3449
Black,2018,15928,Ulster,2910
Black,2018,5676,Madison,3450
Black,2018,30154,Queens,1078
Black,2018,33470,Westchester,2388
Black,2018,0,Warren,0
Black,2018,18918,Wayne,9104
Black,2018,22154,Bronx,1061
Black,2018,15718,Broome,3707
Black,2018,28852,Dutchess,4298
Black,2018,54423,Steuben,32917
Black,2018,17947,Onondaga,2127
Black,2018,42059,Ontario,31336
Black,2018,15157,Chemung,6510
Black,2018,17904,Jefferson,4265
Black,2018,19367,Albany,1950
Black,2018,19803,Erie,1313
Black,2018,38236,Nassau,1996
Black,2018,28363,Orange,3077
Black,2018,27898,Rensselaer,15258
Black,2018,11686,Chautauqua,5406
Black,2018,0,Clinton,0
Black,2018,28901,New York,2309
Black,2018,24740,Saratoga,10473
Black,2018,11763,Cattaraugus,5897
Black,2018,20868,Monroe,2151
Black,2018,21116,Tompkins,11510
Black,2018,21821,Oneida,7875
Black,2018,9179,Oswego,2429
Black,2018,22287,Niagara,5390
Black,2018,78139,Putnam,51213
Black,2018,6891,Livingston,4987
Black,2018,29207,Suffolk,2204
Black,2018,0,St. Lawrence,0
Black,2018,5754,Cayuga,5817
Black,2018,26793,Kings,770
Black,2018,26247,Richmond,2506
Black,2018,22090,Schenectady,4336
Latino,2018,28303,Rockland,3900
Latino,2018,20707,Sullivan,4710
Latino,2018,17533,Ulster,3216
Latino,2018,10225,Madison,8011
Latino,2018,24007,Queens,756
Latino,2018,29589,Westchester,2087
Latino,2018,0,Warren,0
Latino,2018,18694,Wayne,4702
Latino,2018,17847,Bronx,666
Latino,2018,16218,Broome,4290
Latino,2018,22326,Dutchess,2497
Latino,2018,16607,Steuben,8130
Latino,2018,17034,Onondaga,2593
Latino,2018,15206,Ontario,4861
Latino,2018,25668,Chemung,10818
Latino,2018,19754,Jefferson,3482
Latino,2018,23086,Albany,5699
Latino,2018,18945,Erie,3797
Latino,2018,27988,Nassau,1423
Latino,2018,23604,Orange,2277
Latino,2018,14675,Rensselaer,3644
Latino,2018,12420,Chautauqua,4704
Latino,2018,9506,Clinton,3934
Latino,2018,27252,New York,2117
Latino,2018,28545,Saratoga,12224
Latino,2018,22413,Cattaraugus,10167
Latino,2018,17720,Monroe,1416
Latino,2018,20894,Tompkins,18153
Latino,2018,15699,Oneida,3222
Latino,2018,23421,Oswego,14080
Latino,2018,19846,Niagara,6454
Latino,2018,28780,Putnam,4965
Latino,2018,8129,Livingston,4711
Latino,2018,26695,Suffolk,1301
Latino,2018,8069,St. Lawrence,4501
Latino,2018,9314,Cayuga,3239
Latino,2018,22805,Kings,973
Latino,2018,24621,Richmond,1872
Latino,2018,13621,Schenectady,3403
Native,2018,0,Rockland,0
Native,2018,0,Sullivan,0
Native,2018,21134,Ulster,9316
Native,2018,0,Madison,0
Native,2018,23975,Queens,7081
Native,2018,42077,Westchester,21871
Native,2018,0,Warren,0
Native,2018,0,Wayne,0
Native,2018,16304,Bronx,4496
Native,2018,40758,Broome,32714
Native,2018,21726,Dutchess,15505
Native,2018,0,Steuben,0
Native,2018,21096,Onondaga,7796
Native,2018,0,Ontario,0
Native,2018,0,Chemung,0
Native,2018,11509,Jefferson,10515
Native,2018,0,Albany,0
Native,2018,15345,Erie,3256
Native,2018,19221,Nassau,4732
Native,2018,18545,Orange,7307
Native,2018,27982,Rensselaer,22657
Native,2018,11405,Chautauqua,4014
Native,2018,0,Clinton,0
Native,2018,26810,New York,9673
Native,2018,33926,Saratoga,27671
Native,2018,20523,Cattaraugus,6089
Native,2018,17031,Monroe,6493
Native,2018,0,Tompkins,0
Native,2018,0,Oneida,0
Native,2018,0,Oswego,0
Native,2018,24405,Niagara,7617
Native,2018,0,Putnam,0
Native,2018,0,Livingston,0
Native,2018,16537,Suffolk,4111
Native,2018,30501,St. Lawrence,13345
Native,2018,0,Cayuga,0
Native,2018,25799,Kings,5351
Native,2018,0,Richmond,0
Native,2018,23918,Schenectady,11017
Other,2018,21949,Rockland,5163
Other,2018,22688,Sullivan,12936
Other,2018,21792,Ulster,7860
Other,2018,0,Madison,0
Other,2018,22057,Queens,1056
Other,2018,24129,Westchester,3213
Other,2018,0,Warren,0
Other,2018,25178,Wayne,9751
Other,2018,16158,Bronx,768
Other,2018,15477,Broome,10753
Other,2018,19536,Dutchess,4923
Other,2018,10382,Steuben,8169
Other,2018,24024,Onondaga,5378
Other,2018,14001,Ontario,4124
Other,2018,17259,Chemung,3240
Other,2018,32324,Jefferson,9268
Other,2018,40449,Albany,24060
Other,2018,17376,Erie,7847
Other,2018,22065,Nassau,2077
Other,2018,22451,Orange,3936
Other,2018,21734,Rensselaer,8057
Other,2018,12862,Chautauqua,4345
Other,2018,7455,Clinton,4269
Other,2018,18358,New York,1576
Other,2018,22359,Saratoga,13737
Other,2018,15114,Cattaraugus,6567
Other,2018,19273,Monroe,3483
Other,2018,5870,Tompkins,2005
Other,2018,10737,Oneida,2359
Other,2018,0,Oswego,0
Other,2018,12888,Niagara,12093
Other,2018,24819,Putnam,5256
Other,2018,14754,Livingston,5970
Other,2018,22016,Suffolk,1936
Other,2018,5969,St. Lawrence,4665
Other,2018,11431,Cayuga,5532
Other,2018,18523,Kings,994
Other,2018,21741,Richmond,5183
Other,2018,17768,Schenectady,10051
Islander,2018,0,Rockland,0
Islander,2018,0,Sullivan,0
Islander,2018,0,Ulster,0
Islander,2018,0,Madison,0
Islander,2018,0,Queens,0
Islander,2018,0,Westchester,0
Islander,2018,0,Warren,0
Islander,2018,0,Wayne,0
Islander,2018,11400,Bronx,1338
Islander,2018,0,Broome,0
Islander,2018,0,Dutchess,0
Islander,2018,0,Steuben,0
Islander,2018,0,Onondaga,0
Islander,2018,0,Ontario,0
Islander,2018,0,Chemung,0
Islander,2018,0,Jefferson,0
Islander,2018,0,Albany,0
Islander,2018,0,Erie,0
Islander,2018,15416,Nassau,7262
Islander,2018,0,Orange,0
Islander,2018,0,Rensselaer,0
Islander,2018,0,Chautauqua,0
Islander,2018,0,Clinton,0
Islander,2018,27915,New York,16562
Islander,2018,0,Saratoga,0
Islander,2018,0,Cattaraugus,0
Islander,2018,0,Monroe,0
Islander,2018,0,Tompkins,0
Islander,2018,0,Oneida,0
Islander,2018,0,Oswego,0
Islander,2018,0,Niagara,0
Islander,2018,0,Putnam,0
Islander,2018,0,Livingston,0
Islander,2018,0,Suffolk,0
Islander,2018,0,St. Lawrence,0
Islander,2018,0,Cayuga,0
Islander,2018,9831,Kings,7485
Islander,2018,0,Richmond,0
Islander,2018,0,Schenectady,0
