race,date,meanIncome,county,percentage
black,2012,13490,Broome,5.0
black,2012,13839,Cattaraugus,1.4
black,2012,12305,Cayuga,4.2
black,2012,8110,Chautauqua,2.4
black,2012,10398,Chemung,6.0
black,2012,0,Clinton,4.5
black,2012,21464,Dutchess,9.7
black,2012,15835,Erie,13.3
black,2012,17381,Jefferson,6.1
black,2012,20165,Kings,34.1
black,2012,7249,Livingston,2.9
black,2012,2843,Madison,1.6
black,2012,15753,Monroe,15.2
black,2012,26820,Nassau,11.4
black,2012,23199,New York,15.4
black,2012,13049,Niagara,6.7
black,2012,12935,Oneida,5.3
black,2012,15016,Onondaga,11.0
black,2012,15915,Ontario,2.4
black,2012,24628,Orange,9.8
black,2012,0,Oswego,0.7
black,2012,35204,Putnam,2.6
black,2012,24197,Queens,18.3
black,2012,18033,Rensselaer,5.3
black,2012,21716,Richmond,10.7
black,2012,24188,Rockland,12.2
black,2012,7904,St. Lawrence,2.7
black,2012,21520,Saratoga,1.4
black,2012,14631,Schenectady,9.2
black,2012,21218,Steuben,1.4
black,2012,24273,Suffolk,7.3
black,2012,13415,Sullivan,9.3
black,2012,9797,Tompkins,3.6
black,2012,23100,Ulster,5.7
black,2012,20600,Warren,1.1
black,2012,12785,Wayne,3.5
black,2012,25863,Westchester,14.3
native,2012,12810,Albany,0.2
native,2012,12693,Bronx,0.5
native,2012,31420,Broome,0.2
native,2012,19421,Cattaraugus,2.8
native,2012,15109,Cayuga,0.5
native,2012,8639,Chautauqua,0.5
native,2012,0,Chemung,0.1
native,2012,25223,Clinton,0.5
native,2012,22060,Dutchess,0.6
native,2012,16626,Erie,0.5
native,2012,0,Jefferson,0.2
native,2012,13305,Kings,0.3
native,2012,0,Livingston,0.1
native,2012,0,Madison,0.8
native,2012,10743,Monroe,0.3
native,2012,24211,Nassau,0.2
native,2012,12197,New York,0.3
native,2012,17918,Niagara,1.0
native,2012,17120,Oneida,0.3
native,2012,21687,Onondaga,0.7
native,2012,13685,Ontario,0.3
native,2012,19023,Orange,0.5
native,2012,49448,Oswego,0.4
native,2012,16654,Putnam,1.6
native,2012,20601,Queens,0.5
native,2012,17137,Rensselaer,0.1
native,2012,14126,Richmond,0.1
native,2012,0,Rockland,0.1
native,2012,8863,St. Lawrence,0.8
native,2012,0,Saratoga,0.0
native,2012,0,Schenectady,0.2
native,2012,0,Steuben,0.2
native,2012,21834,Suffolk,0.2
native,2012,0,Sullivan,0.2
native,2012,0,Tompkins,0.2
native,2012,0,Ulster,0.2
native,2012,0,Warren,0.1
native,2012,0,Wayne,0.3
native,2012,25028,Westchester,0.4
asian,2012,29637,Albany,4.9
asian,2012,19894,Bronx,3.7
asian,2012,25065,Broome,3.7
asian,2012,12133,Cattaraugus,0.8
asian,2012,21596,Cayuga,0.5
asian,2012,0,Chautauqua,0.6
asian,2012,24924,Chemung,1.5
asian,2012,47206,Clinton,1.2
asian,2012,29800,Dutchess,4.0
asian,2012,20272,Erie,2.9
asian,2012,22211,Jefferson,1.2
asian,2012,19636,Kings,11.0
asian,2012,0,Livingston,1.0
asian,2012,8146,Madison,0.8
asian,2012,30786,Monroe,3.4
asian,2012,38581,Nassau,8.0
asian,2012,52328,New York,11.3
asian,2012,16088,Niagara,1.3
asian,2012,10963,Oneida,3.5
asian,2012,21017,Onondaga,3.1
asian,2012,40093,Ontario,1.1
asian,2012,35201,Orange,2.8
asian,2012,20488,Oswego,0.6
asian,2012,31894,Putnam,2.2
asian,2012,22512,Queens,23.7
asian,2012,11878,Rensselaer,2.3
asian,2012,26973,Richmond,7.7
asian,2012,42563,Rockland,6.1
asian,2012,17240,St. Lawrence,1.0
asian,2012,35159,Saratoga,2.1
asian,2012,25652,Schenectady,3.7
asian,2012,34526,Steuben,1.5
asian,2012,31383,Suffolk,3.6
asian,2012,32003,Sullivan,1.3
asian,2012,19485,Tompkins,10.0
asian,2012,23299,Ulster,1.6
asian,2012,0,Warren,0.9
asian,2012,12433,Wayne,0.8
asian,2012,50131,Westchester,5.4
islander,2012,0,Albany,0.1
islander,2012,0,Bronx,0.0
islander,2012,0,Broome,0.1
islander,2012,0,Cattaraugus,0.0
islander,2012,0,Cayuga,0.0
islander,2012,0,Chautauqua,0.3
islander,2012,0,Chemung,0.0
islander,2012,0,Clinton,0.0
islander,2012,0,Dutchess,0.0
islander,2012,0,Erie,0.0
islander,2012,0,Jefferson,0.2
islander,2012,0,Kings,0.0
islander,2012,0,Livingston,0.0
islander,2012,0,Madison,0.0
islander,2012,0,Monroe,0.0
islander,2012,0,Nassau,0.0
islander,2012,0,New York,0.1
islander,2012,0,Niagara,0.6
islander,2012,0,Oneida,0.0
islander,2012,0,Onondaga,0.0
islander,2012,0,Ontario,0.0
islander,2012,0,Orange,0.0
islander,2012,0,Oswego,0.0
islander,2012,0,Putnam,0.0
islander,2012,0,Queens,0.0
islander,2012,0,Rensselaer,0.0
islander,2012,0,Richmond,0.0
islander,2012,0,Rockland,0.0
islander,2012,0,St. Lawrence,0.0
islander,2012,0,Saratoga,0.0
islander,2012,0,Schenectady,0.0
islander,2012,0,Steuben,0.0
islander,2012,0,Suffolk,0.0
islander,2012,0,Sullivan,0.0
islander,2012,0,Tompkins,0.0
islander,2012,0,Ulster,0.0
islander,2012,0,Warren,0.2
islander,2012,0,Wayne,0.0
islander,2012,0,Westchester,0.0
other,2012,17330,Albany,1.3
other,2012,13406,Bronx,38.2
other,2012,8400,Broome,1.1
other,2012,0,Cattaraugus,0.7
other,2012,0,Cayuga,0.2
other,2012,10511,Chautauqua,1.9
other,2012,0,Chemung,0.2
other,2012,0,Clinton,0.7
other,2012,15048,Dutchess,2.9
other,2012,11312,Erie,2.1
other,2012,16253,Jefferson,1.5
other,2012,14621,Kings,8.3
other,2012,0,Livingston,0.8
other,2012,0,Madison,0.1
other,2012,16064,Monroe,2.3
other,2012,18984,Nassau,6.3
other,2012,15115,New York,12.0
other,2012,0,Niagara,0.2
other,2012,9977,Oneida,1.6
other,2012,9696,Onondaga,1.1
other,2012,0,Ontario,0.4
other,2012,19559,Orange,6.6
other,2012,10230,Oswego,1.1
other,2012,33665,Putnam,1.1
other,2012,18226,Queens,12.4
other,2012,0,Rensselaer,0.3
other,2012,17402,Richmond,5.1
other,2012,18093,Rockland,7.6
other,2012,3141,St. Lawrence,0.5
other,2012,33247,Saratoga,0.4
other,2012,8395,Schenectady,3.3
other,2012,0,Steuben,0.2
other,2012,16494,Suffolk,4.3
other,2012,9699,Sullivan,2.7
other,2012,0,Tompkins,0.4
other,2012,9954,Ulster,1.0
other,2012,0,Warren,0.3
other,2012,0,Wayne,0.6
other,2012,18043,Westchester,10.4
mixed,2012,14484,Albany,2.8
mixed,2012,13094,Bronx,3.3
mixed,2012,15410,Broome,2.2
mixed,2012,8324,Cattaraugus,2.1
mixed,2012,9699,Cayuga,1.9
mixed,2012,4827,Chautauqua,1.4
mixed,2012,6815,Chemung,3.8
mixed,2012,15659,Clinton,0.9
mixed,2012,13293,Dutchess,3.2
mixed,2012,13657,Erie,2.0
mixed,2012,16003,Jefferson,3.7
mixed,2012,20728,Kings,2.2
mixed,2012,7931,Livingston,2.0
mixed,2012,5378,Madison,1.6
mixed,2012,9016,Monroe,2.4
mixed,2012,21254,Nassau,2.9
mixed,2012,23616,New York,4.0
mixed,2012,11336,Niagara,1.8
mixed,2012,9195,Oneida,2.6
mixed,2012,11350,Onondaga,3.2
mixed,2012,15974,Ontario,1.9
mixed,2012,19034,Orange,3.4
mixed,2012,12588,Oswego,1.8
mixed,2012,15930,Putnam,1.3
mixed,2012,19885,Queens,3.4
mixed,2012,13048,Rensselaer,4.3
mixed,2012,25182,Richmond,2.0
mixed,2012,22532,Rockland,1.9
mixed,2012,8961,St. Lawrence,1.7
mixed,2012,17233,Saratoga,2.0
mixed,2012,9940,Schenectady,4.6
mixed,2012,6616,Steuben,1.5
mixed,2012,14123,Suffolk,2.1
mixed,2012,13752,Sullivan,5.1
mixed,2012,3052,Tompkins,2.6
mixed,2012,8723,Ulster,4.6
mixed,2012,12152,Warren,1.6
mixed,2012,0,Wayne,1.1
mixed,2012,20898,Westchester,2.9
latino,2012,17657,Albany,5.3
latino,2012,14182,Bronx,54.3
latino,2012,9430,Broome,3.6
latino,2012,8991,Cattaraugus,1.9
latino,2012,7476,Cayuga,2.5
latino,2012,8324,Chautauqua,6.5
latino,2012,18089,Chemung,2.8
latino,2012,6843,Clinton,2.6
latino,2012,19293,Dutchess,11.0
latino,2012,13492,Erie,4.8
latino,2012,14118,Jefferson,6.7
latino,2012,16366,Kings,19.8
latino,2012,5149,Livingston,3.0
latino,2012,5865,Madison,1.9
latino,2012,14618,Monroe,7.6
latino,2012,22002,Nassau,15.3
latino,2012,21827,New York,25.8
latino,2012,17635,Niagara,2.3
latino,2012,12054,Oneida,4.9
latino,2012,13964,Onondaga,4.3
latino,2012,15567,Ontario,3.8
latino,2012,19571,Orange,18.8
latino,2012,11716,Oswego,2.2
latino,2012,25672,Putnam,12.2
latino,2012,19083,Queens,27.9
latino,2012,16106,Rensselaer,4.1
latino,2012,20127,Richmond,17.7
latino,2012,20801,Rockland,16.3
latino,2012,4038,St. Lawrence,2.1
latino,2012,16863,Saratoga,2.7
latino,2012,14931,Schenectady,6.1
latino,2012,16637,Steuben,1.5
latino,2012,19987,Suffolk,17.3
latino,2012,15035,Sullivan,14.2
latino,2012,13835,Tompkins,4.6
latino,2012,14945,Ulster,9.3
latino,2012,7169,Warren,1.9
latino,2012,16071,Wayne,3.9
latino,2012,19599,Westchester,22.8
total,2013,32367,Albany,100
total,2013,17907,Bronx,100
total,2013,24992,Broome,100
total,2013,22369,Cattaraugus,100
total,2013,25909,Cayuga,100
total,2013,22058,Chautauqua,100
total,2013,25674,Chemung,100
total,2013,24575,Clinton,100
total,2013,33716,Dutchess,100
total,2013,28182,Erie,100
total,2013,22784,Jefferson,100
total,2013,26641,Kings,100
total,2013,24486,Livingston,100
total,2013,25560,Madison,100
total,2013,28824,Monroe,100
total,2013,42183,Nassau,100
total,2013,63336,New York,100
total,2013,25710,Niagara,100
total,2013,23226,Oneida,100
total,2013,29022,Onondaga,100
total,2013,30405,Ontario,100
total,2013,30587,Orange,100
total,2013,23101,Oswego,100
total,2013,40315,Putnam,100
total,2013,26463,Queens,100
total,2013,28844,Rensselaer,100
total,2013,32375,Richmond,100
total,2013,33429,Rockland,100
total,2013,21771,St. Lawrence,100
total,2013,35265,Saratoga,100
total,2013,26833,Schenectady,100
total,2013,26121,Steuben,100
total,2013,36639,Suffolk,100
total,2013,24141,Sullivan,100
total,2013,26677,Tompkins,100
total,2013,29821,Ulster,100
total,2013,31671,Warren,100
total,2013,23882,Wayne,100
total,2013,47305,Westchester,100
white,2013,35845,Albany,0
white,2013,26251,Bronx,0
white,2013,26350,Broome,0
white,2013,22988,Cattaraugus,0
white,2013,27170,Cayuga,0
white,2013,22963,Chautauqua,0
white,2013,27458,Chemung,0
white,2013,25956,Clinton,0
white,2013,36152,Dutchess,0
white,2013,31211,Erie,0
white,2013,24252,Jefferson,0
white,2013,34264,Kings,43
white,2013,25615,Livingston,0
white,2013,25956,Madison,0
white,2013,33146,Monroe,0
white,2013,48038,Nassau,0
white,2013,88123,New York,0
white,2013,27230,Niagara,0
white,2013,24952,Oneida,0
white,2013,32086,Onondaga,0
white,2013,31574,Ontario,0
white,2013,34047,Orange,0
white,2013,23541,Oswego,0
white,2013,41063,Putnam,0
white,2013,31294,Queens,0
white,2013,30460,Rensselaer,0
white,2013,35046,Richmond,0
white,2013,36178,Rockland,0
white,2013,22432,St. Lawrence,0
white,2013,35917,Saratoga,0
white,2013,29936,Schenectady,0
white,2013,26178,Steuben,0
white,2013,40104,Suffolk,0
white,2013,25411,Sullivan,0
white,2013,27849,Tompkins,0
white,2013,31770,Ulster,0
white,2013,0,Warren,0
white,2013,24773,Wayne,0
white,2013,57934,Westchester,0
black,2013,20479,Albany,0
black,2013,17770,Bronx,0
black,2013,10096,Broome,0
black,2013,25379,Cattaraugus,0
black,2013,10722,Cayuga,0
black,2013,8065,Chautauqua,0
black,2013,9996,Chemung,0
black,2013,0,Clinton,0
black,2013,24099,Dutchess,0
black,2013,15796,Erie,0
black,2013,18781,Jefferson,0
black,2013,21501,Kings,0
black,2013,6833,Livingston,0
black,2013,2727,Madison,0
black,2013,15047,Monroe,0
black,2013,28777,Nassau,0
black,2013,21620,New York,0
black,2013,13905,Niagara,0
black,2013,12336,Oneida,0
black,2013,16839,Onondaga,11
black,2013,13824,Ontario,2
black,2013,23773,Orange,0
black,2013,26214,Oswego,1
black,2013,39631,Putnam,0
black,2013,24092,Queens,0
black,2013,18427,Rensselaer,0
black,2013,23110,Richmond,0
black,2013,26332,Rockland,0
black,2013,0,St. Lawrence,0
black,2013,29018,Saratoga,0
black,2013,14027,Schenectady,0
black,2013,37248,Steuben,0
black,2013,22475,Suffolk,0
black,2013,13107,Sullivan,0
black,2013,32966,Tompkins,0
black,2013,16225,Ulster,0
black,2013,0,Warren,0
black,2013,15819,Wayne,0
black,2013,26934,Westchester,0
native,2013,34763,Albany,0
native,2013,30911,Bronx,0
native,2013,11273,Broome,0
native,2013,14250,Cattaraugus,0
native,2013,9208,Cayuga,0
native,2013,22667,Chautauqua,0
native,2013,8548,Chemung,0
native,2013,0,Clinton,0
native,2013,14644,Dutchess,0
native,2013,12501,Erie,0
native,2013,0,Jefferson,0
native,2013,17766,Kings,0
native,2013,0,Livingston,0
native,2013,36234,Madison,0
native,2013,17261,Monroe,0
native,2013,20188,Nassau,0
native,2013,20660,New York,0
native,2013,11705,Niagara,1
native,2013,5686,Oneida,0
native,2013,12954,Onondaga,0
native,2013,11808,Ontario,0
native,2013,0,Orange,0
native,2013,0,Oswego,0
native,2013,0,Putnam,0
native,2013,16703,Queens,0
native,2013,18229,Rensselaer,0
native,2013,13625,Richmond,0
native,2013,18328,Rockland,0
native,2013,13929,St. Lawrence,0
native,2013,0,Saratoga,0
native,2013,8379,Schenectady,0
native,2013,0,Steuben,0
native,2013,20081,Suffolk,0
native,2013,0,Sullivan,0
native,2013,0,Tompkins,0
native,2013,0,Ulster,0
native,2013,0,Warren,0
native,2013,12663,Wayne,0
native,2013,21285,Westchester,0
asian,2013,23811,Albany,0
asian,2013,19106,Bronx,0
asian,2013,32101,Broome,0
asian,2013,11626,Cattaraugus,0
asian,2013,16161,Cayuga,0
asian,2013,8917,Chautauqua,0
asian,2013,24446,Chemung,0
asian,2013,16691,Clinton,0
asian,2013,42668,Dutchess,0
asian,2013,29093,Erie,0
asian,2013,24706,Jefferson,0
asian,2013,22653,Kings,0
asian,2013,20501,Livingston,0
asian,2013,0,Madison,0
asian,2013,23504,Monroe,0
asian,2013,41294,Nassau,0
asian,2013,60995,New York,0
asian,2013,20715,Niagara,0
asian,2013,18260,Oneida,0
asian,2013,19823,Onondaga,0
asian,2013,27200,Ontario,0
asian,2013,26739,Orange,0
asian,2013,19167,Oswego,0
asian,2013,28451,Putnam,0
asian,2013,24415,Queens,0
asian,2013,19303,Rensselaer,0
asian,2013,32153,Richmond,8
asian,2013,40815,Rockland,0
asian,2013,0,St. Lawrence,0
asian,2013,33038,Saratoga,0
asian,2013,19865,Schenectady,0
asian,2013,38642,Steuben,0
asian,2013,34319,Suffolk,0
asian,2013,32015,Sullivan,0
asian,2013,17726,Tompkins,0
asian,2013,33065,Ulster,0
asian,2013,0,Warren,0
asian,2013,24653,Wayne,0
asian,2013,48857,Westchester,0
islander,2013,0,Albany,0
islander,2013,25555,Bronx,0
islander,2013,0,Broome,0
islander,2013,0,Cattaraugus,0
islander,2013,0,Cayuga,0
islander,2013,0,Chautauqua,0
islander,2013,0,Chemung,0
islander,2013,0,Clinton,0
islander,2013,0,Dutchess,0
islander,2013,24043,Erie,0
islander,2013,0,Jefferson,0
islander,2013,0,Kings,0
islander,2013,0,Livingston,0
islander,2013,0,Madison,0
islander,2013,0,Monroe,0
islander,2013,0,Nassau,0
islander,2013,28069,New York,0
islander,2013,0,Niagara,0
islander,2013,0,Oneida,0
islander,2013,0,Onondaga,0
islander,2013,0,Ontario,0
islander,2013,0,Orange,0
islander,2013,0,Oswego,0
islander,2013,0,Putnam,0
islander,2013,22137,Queens,0
islander,2013,0,Rensselaer,0
islander,2013,0,Richmond,0
islander,2013,0,Rockland,0
islander,2013,0,St. Lawrence,0
islander,2013,0,Saratoga,0
islander,2013,0,Schenectady,0
islander,2013,0,Steuben,0
islander,2013,33500,Suffolk,0
islander,2013,0,Sullivan,0
islander,2013,0,Tompkins,0
islander,2013,0,Ulster,0
islander,2013,0,Warren,0
islander,2013,0,Wayne,0
islander,2013,0,Westchester,0
other,2013,11845,Albany,0
other,2013,13389,Bronx,0
other,2013,11650,Broome,0
other,2013,0,Cattaraugus,0
other,2013,0,Cayuga,0
other,2013,8164,Chautauqua,0
other,2013,0,Chemung,0
other,2013,0,Clinton,0
other,2013,17933,Dutchess,0
other,2013,12844,Erie,0
other,2013,22196,Jefferson,0
other,2013,14801,Kings,0
other,2013,0,Livingston,0
other,2013,0,Madison,0
other,2013,13219,Monroe,0
other,2013,20047,Nassau,6
other,2013,14844,New York,0
other,2013,15772,Niagara,0
other,2013,7503,Oneida,0
other,2013,14071,Onondaga,0
other,2013,9398,Ontario,0
other,2013,18644,Orange,0
other,2013,4585,Oswego,0
other,2013,22565,Putnam,2
other,2013,18834,Queens,0
other,2013,21588,Rensselaer,0
other,2013,13523,Richmond,0
other,2013,16392,Rockland,0
other,2013,7429,St. Lawrence,0
other,2013,0,Saratoga,0
other,2013,19310,Schenectady,0
other,2013,10448,Steuben,0
other,2013,17169,Suffolk,0
other,2013,20481,Sullivan,2
other,2013,27540,Tompkins,0
other,2013,17079,Ulster,0
other,2013,0,Warren,0
other,2013,13019,Wayne,0
other,2013,16601,Westchester,0
mixed,2013,14971,Albany,0
mixed,2013,16014,Bronx,0
mixed,2013,6338,Broome,0
mixed,2013,9427,Cattaraugus,0
mixed,2013,7424,Cayuga,0
mixed,2013,10226,Chautauqua,0
mixed,2013,8187,Chemung,0
mixed,2013,6711,Clinton,0
mixed,2013,9463,Dutchess,0
mixed,2013,14505,Erie,0
mixed,2013,7265,Jefferson,0
mixed,2013,25428,Kings,0
mixed,2013,0,Livingston,0
mixed,2013,7437,Madison,0
mixed,2013,10281,Monroe,0
mixed,2013,16723,Nassau,0
mixed,2013,32574,New York,0
mixed,2013,14057,Niagara,0
mixed,2013,8096,Oneida,0
mixed,2013,13121,Onondaga,0
mixed,2013,11435,Ontario,0
mixed,2013,13927,Orange,0
mixed,2013,10314,Oswego,0
mixed,2013,0,Putnam,0
mixed,2013,19370,Queens,0
mixed,2013,16416,Rensselaer,0
mixed,2013,18759,Richmond,0
mixed,2013,23571,Rockland,0
mixed,2013,8809,St. Lawrence,0
mixed,2013,12290,Saratoga,0
mixed,2013,10258,Schenectady,0
mixed,2013,5844,Steuben,0
mixed,2013,15572,Suffolk,0
mixed,2013,15650,Sullivan,0
mixed,2013,16632,Tompkins,3
mixed,2013,10391,Ulster,0
mixed,2013,0,Warren,0
mixed,2013,5238,Wayne,0
mixed,2013,26572,Westchester,0
latino,2013,17224,Albany,0
latino,2013,14369,Bronx,0
latino,2013,9565,Broome,0
latino,2013,9565,Cattaraugus,0
latino,2013,9406,Cayuga,0
latino,2013,11306,Chautauqua,0
latino,2013,15570,Chemung,0
latino,2013,17391,Clinton,0
latino,2013,15985,Dutchess,0
latino,2013,15801,Erie,0
latino,2013,21660,Jefferson,7
latino,2013,17225,Kings,0
latino,2013,5284,Livingston,0
latino,2013,8586,Madison,0
latino,2013,13660,Monroe,0
latino,2013,22650,Nassau,0
latino,2013,20028,New York,0
latino,2013,16226,Niagara,0
latino,2013,7831,Oneida,0
latino,2013,17913,Onondaga,0
latino,2013,9595,Ontario,0
latino,2013,21397,Orange,0
latino,2013,11543,Oswego,0
latino,2013,27678,Putnam,0
latino,2013,20082,Queens,28
latino,2013,13218,Rensselaer,0
latino,2013,21288,Richmond,0
latino,2013,20562,Rockland,0
latino,2013,0,St. Lawrence,0
latino,2013,22148,Saratoga,0
latino,2013,9895,Schenectady,0
latino,2013,0,Steuben,0
latino,2013,21009,Suffolk,0
latino,2013,12168,Sullivan,0
latino,2013,13587,Tompkins,0
latino,2013,19484,Ulster,0
latino,2013,0,Warren,0
latino,2013,11140,Wayne,0
latino,2013,20483,Westchester,0
total,2014,33008,Albany,100
total,2014,18158,Bronx,100
total,2014,24270,Broome,100
total,2014,22930,Cattaraugus,100
total,2014,25458,Cayuga,100
total,2014,22005,Chautauqua,100
total,2014,26159,Chemung,100
total,2014,24992,Clinton,100
total,2014,33455,Dutchess,100
total,2014,29188,Erie,100
total,2014,24054,Jefferson,100
total,2014,27059,Kings,100
total,2014,23455,Livingston,100
total,2014,26021,Madison,100
total,2014,29614,Monroe,100
total,2014,43556,Nassau,100
total,2014,64618,New York,100
total,2014,26483,Niagara,100
total,2014,26103,Oneida,100
total,2014,28897,Onondaga,100
total,2014,30148,Ontario,100
total,2014,29507,Orange,100
total,2014,23669,Oswego,100
total,2014,41648,Putnam,100
total,2014,26572,Queens,100
total,2014,30536,Rensselaer,100
total,2014,31611,Richmond,100
total,2014,35077,Rockland,100
total,2014,21999,St. Lawrence,100
total,2014,36402,Saratoga,100
total,2014,28865,Schenectady,100
total,2014,24756,Steuben,100
total,2014,37295,Suffolk,100
total,2014,26210,Sullivan,100
total,2014,28648,Tompkins,100
total,2014,30870,Ulster,100
total,2014,30527,Warren,100
total,2014,24631,Wayne,100
total,2014,48466,Westchester,100
white,2014,37089,Albany,0
white,2014,26884,Bronx,20
white,2014,25999,Broome,0
white,2014,23031,Cattaraugus,0
white,2014,27051,Cayuga,0
white,2014,22954,Chautauqua,0
white,2014,27241,Chemung,0
white,2014,26664,Clinton,0
white,2014,36041,Dutchess,0
white,2014,32457,Erie,78
white,2014,25348,Jefferson,0
white,2014,35907,Kings,0
white,2014,24129,Livingston,0
white,2014,26601,Madison,0
white,2014,33067,Monroe,0
white,2014,50006,Nassau,0
white,2014,89528,New York,0
white,2014,28346,Niagara,0
white,2014,27910,Oneida,0
white,2014,32198,Onondaga,0
white,2014,31279,Ontario,93
white,2014,31956,Orange,0
white,2014,24228,Oswego,0
white,2014,41875,Putnam,0
white,2014,31986,Queens,0
white,2014,33266,Rensselaer,0
white,2014,34290,Richmond,75
white,2014,37367,Rockland,0
white,2014,22877,St. Lawrence,0
white,2014,36629,Saratoga,0
white,2014,32468,Schenectady,0
white,2014,24566,Steuben,95
white,2014,40690,Suffolk,0
white,2014,27973,Sullivan,0
white,2014,32200,Tompkins,0
white,2014,33274,Ulster,0
white,2014,0,Warren,0
white,2014,25384,Wayne,0
white,2014,57896,Westchester,0
black,2014,18712,Albany,0
black,2014,18784,Bronx,0
black,2014,11235,Broome,0
black,2014,16045,Cattaraugus,2
black,2014,7786,Cayuga,0
black,2014,11090,Chautauqua,0
black,2014,11434,Chemung,0
black,2014,7737,Clinton,0
black,2014,24971,Dutchess,0
black,2014,19376,Erie,0
black,2014,18432,Jefferson,0
black,2014,21226,Kings,0
black,2014,11147,Livingston,0
black,2014,5217,Madison,0
black,2014,16101,Monroe,0
black,2014,29130,Nassau,0
black,2014,23860,New York,0
black,2014,14359,Niagara,0
black,2014,13977,Oneida,0
black,2014,15432,Onondaga,0
black,2014,12306,Ontario,0
black,2014,25229,Orange,0
black,2014,16341,Oswego,0
black,2014,30481,Putnam,0
black,2014,24911,Queens,0
black,2014,16375,Rensselaer,0
black,2014,22316,Richmond,0
black,2014,32556,Rockland,0
black,2014,6262,St. Lawrence,2
black,2014,24263,Saratoga,0
black,2014,14879,Schenectady,0
black,2014,23053,Steuben,0
black,2014,24760,Suffolk,0
black,2014,18398,Sullivan,8
black,2014,6461,Tompkins,0
black,2014,16341,Ulster,0
black,2014,0,Warren,0
black,2014,21593,Wayne,0
black,2014,27661,Westchester,0
native,2014,43796,Albany,0
native,2014,20205,Bronx,0
native,2014,10284,Broome,0
native,2014,15615,Cattaraugus,3
native,2014,0,Cayuga,0
native,2014,0,Chautauqua,0
native,2014,0,Chemung,0
native,2014,0,Clinton,0
native,2014,22801,Dutchess,0
native,2014,13877,Erie,0
native,2014,52241,Jefferson,0
native,2014,19800,Kings,0
native,2014,0,Livingston,0
native,2014,15924,Madison,2
native,2014,13645,Monroe,0
native,2014,15156,Nassau,0
native,2014,20326,New York,0
native,2014,15027,Niagara,0
native,2014,24119,Oneida,0
native,2014,27818,Onondaga,0
native,2014,0,Ontario,0
native,2014,31126,Orange,0
native,2014,41484,Oswego,0
native,2014,0,Putnam,0
native,2014,23137,Queens,0
native,2014,0,Rensselaer,0
native,2014,0,Richmond,0
native,2014,0,Rockland,0
native,2014,16424,St. Lawrence,0
native,2014,0,Saratoga,0
native,2014,0,Schenectady,0
native,2014,13606,Steuben,0
native,2014,22626,Suffolk,0
native,2014,0,Sullivan,0
native,2014,0,Tompkins,0
native,2014,0,Ulster,0
native,2014,0,Warren,0
native,2014,0,Wayne,0
native,2014,20268,Westchester,0
asian,2014,27960,Albany,0
asian,2014,19351,Bronx,0
asian,2014,18811,Broome,0
asian,2014,71319,Cattaraugus,1
asian,2014,0,Cayuga,0
asian,2014,0,Chautauqua,0
asian,2014,61713,Chemung,0
asian,2014,11932,Clinton,0
asian,2014,36904,Dutchess,0
asian,2014,18970,Erie,0
asian,2014,24825,Jefferson,2
asian,2014,22077,Kings,0
asian,2014,9118,Livingston,0
asian,2014,25945,Madison,0
asian,2014,34927,Monroe,0
asian,2014,42264,Nassau,0
asian,2014,65878,New York,0
asian,2014,11492,Niagara,0
asian,2014,15373,Oneida,0
