"GEO_ID","NAME","K200201_001E","K200201_001M","K200201_002E","K200201_002M","K200201_003E","K200201_003M","K200201_004E","K200201_004M","K200201_005E","K200201_005M","K200201_006E","K200201_006M","K200201_007E","K200201_007M","K200201_008E","K200201_008M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races"
"0500000US36001","Albany County, New York","307117","*****","228964","1708","39649","3076","282","202","21496","903","834","1334","2771","1029","13121","2729"
"0500000US36003","Allegany County, New York","46430","*****","44305","186","759","105","172","136","444","190","0","201","165","138","585","232"
"0500000US36005","Bronx County, New York","1432132","*****","321890","14850","509310","11365","8717","1790","54467","3012","1945","1765","473965","18196","61838","7524"
"0500000US36007","Broome County, New York","191659","*****","163081","1589","10809","1249","591","246","9341","298","99","179","3346","1538","4392","1397"
"0500000US36009","Cattaraugus County, New York","76840","*****","70431","345","1018","603","2539","318","481","179","0","201","589","348","1782","704"
"0500000US36011","Cayuga County, New York","77145","*****","71045","453","3506","484","132","123","580","121","0","201","529","412","1353","534"
"0500000US36013","Chautauqua County, New York","127939","*****","116291","1329","3434","803","394","350","716","353","157","226","4427","1318","2520","982"
"0500000US36015","Chemung County, New York","84254","*****","74324","534","4999","1248","15","29","1174","486","0","201","501","405","3241","1401"
"0500000US36017","Chenango County, New York","47536","*****","45375","236","441","268","82","144","265","303","12","25","380","270","981","371"
"0500000US36019","Clinton County, New York","80695","*****","73115","517","3605","285","54","99","962","404","0","201","2439","591","520","350"
"0500000US36021","Columbia County, New York","59916","*****","53442","819","2162","772","185","207","1396","16","0","201","1122","782","1609","760"
"0500000US36023","Cortland County, New York","47823","*****","45179","343","478","274","182","280","452","193","0","201","324","339","1208","442"
"0500000US36025","Delaware County, New York","44527","*****","42231","326","750","282","67","105","379","80","11","23","142","202","947","348"
"0500000US36027","Dutchess County, New York","293718","*****","229184","2480","32319","1970","1017","663","9867","1261","23","46","10400","2452","10908","2539"
"0500000US36029","Erie County, New York","919719","*****","711887","2775","121796","2629","4117","953","34361","1559","22","43","22467","2784","25069","3450"
"0500000US36031","Essex County, New York","37300","*****","34452","45","1137","675","212","238","44","66","33","63","277","178","1145","876"
"0500000US36033","Franklin County, New York","50293","*****","41409","240","3025","678","2966","937","805","815","0","201","1286","330","802","527"
"0500000US36035","Fulton County, New York","53591","*****","50849","297","967","484","500","677","448","445","0","201","308","272","519","495"
"0500000US36037","Genesee County, New York","57511","*****","52916","561","1664","645","90","267","409","450","0","201","716","483","1716","599"
"0500000US36039","Greene County, New York","47491","*****","42272","477","3657","690","161","231","170","285","0","201","421","358","810","674"
"0500000US36043","Herkimer County, New York","61833","*****","58383","638","1607","834","0","201","297","392","0","201","372","362","1174","659"
"0500000US36045","Jefferson County, New York","111755","*****","95447","1024","6760","1092","250","180","1516","448","217","220","2144","718","5421","1261"
"0500000US36047","Kings County, New York","2582830","*****","1125773","11853","827041","7587","7200","1957","300232","5847","1370","553","226874","11503","94340","7755"
"0500000US36049","Lewis County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36051","Livingston County, New York","63227","*****","58876","407","2109","196","180","276","515","208","0","201","314","244","1233","305"
"0500000US36053","Madison County, New York","70795","*****","66512","329","1211","462","62","93","1485","463","0","201","659","517","866","453"
"0500000US36055","Monroe County, New York","742474","*****","560874","3589","112272","3547","3122","1351","28479","1277","171","234","15041","2914","22515","3607"
"0500000US36057","Montgomery County, New York","49455","*****","43618","1222","1252","524","298","464","209","219","0","201","3222","1253","856","455"
"0500000US36059","Nassau County, New York","1358343","*****","918655","10300","162245","3656","6223","2807","135709","3453","1093","966","97518","10395","36900","6197"
"0500000US36061","New York County, New York","1628701","*****","904573","10588","236356","7312","12359","3569","200213","3465","916","853","193696","12052","80588","10035"
"0500000US36063","Niagara County, New York","210433","*****","183349","904","15579","1315","1496","521","2791","445","0","201","1587","975","5631","1581"
"0500000US36065","Oneida County, New York","229577","*****","195773","1627","15517","965","580","340","9806","645","0","201","2982","1129","4919","1598"
"0500000US36067","Onondaga County, New York","461809","*****","367730","2082","55880","1967","3251","1244","15963","1713","74","86","3690","1433","15221","2091"
"0500000US36069","Ontario County, New York","109864","*****","101177","915","2638","818","230","242","1317","395","0","201","2118","1090","2384","961"
"0500000US36071","Orange County, New York","381951","*****","279314","6146","43050","2135","797","686","10935","1080","403","369","31422","6040","16030","3809"
"0500000US36073","Orleans County, New York","40612","*****","35657","688","2080","760","320","316","661","489","0","201","1289","738","605","461"
"0500000US36075","Oswego County, New York","117898","*****","112120","674","1609","405","158","152","971","262","31","62","667","578","2342","569"
"0500000US36077","Otsego County, New York","59749","*****","55593","509","1417","667","43","80","771","189","0","201","340","283","1585","621"
"0500000US36079","Putnam County, New York","98892","*****","83229","1748","3496","653","164","173","1949","373","0","201","8379","1860","1675","773"
"0500000US36081","Queens County, New York","2278906","*****","848180","14336","419389","6208","10219","2200","588677","5393","822","713","325379","16194","86240","8042"
"0500000US36083","Rensselaer County, New York","159442","*****","136797","1180","10611","1068","192","113","4342","524","0","201","1114","572","6386","1354"
"0500000US36085","Richmond County, New York","476179","*****","347986","5600","47098","2703","451","391","48714","1356","197","238","19649","5073","12084","3285"
"0500000US36087","Rockland County, New York","325695","*****","233051","3961","38958","2487","377","508","19660","876","0","201","23189","4772","10460","2627"
"0500000US36089","St. Lawrence County, New York","108047","*****","99965","493","3066","289","841","219","1028","233","262","217","1470","482","1415","336"
"0500000US36091","Saratoga County, New York","230163","*****","212657","1345","4948","957","554","354","6005","661","0","201","1697","1008","4302","944"
"0500000US36093","Schenectady County, New York","155350","*****","118937","1759","15413","2919","1502","1444","7111","988","220","349","4065","1974","8102","2328"
"0500000US36095","Schoharie County, New York","31097","*****","29523","232","845","177","0","201","308","83","0","201","212","176","209","175"
"0500000US36099","Seneca County, New York","34300","*****","30994","330","1964","386","186","94","180","238","0","201","390","354","586","300"
"0500000US36101","Steuben County, New York","95796","*****","90696","296","1347","391","37","44","1564","161","0","201","507","270","1645","436"
"0500000US36103","Suffolk County, New York","1481093","*****","1206349","9235","116010","3670","5501","2911","59485","2007","232","239","57155","8322","36361","5948"
"0500000US36105","Sullivan County, New York","75498","*****","61078","1655","6663","831","312","412","1321","217","0","201","3860","1758","2264","1070"
"0500000US36107","Tioga County, New York","48560","*****","46751","124","264","235","542","511","294","280","39","72","0","201","670","394"
"0500000US36109","Tompkins County, New York","102793","*****","81512","839","4703","657","196","207","10518","974","0","201","2601","1195","3263","1043"
"0500000US36111","Ulster County, New York","178599","*****","149143","2573","10718","954","503","385","3026","1146","0","201","5113","1855","10096","3186"
"0500000US36113","Warren County, New York","64265","*****","61403","411","827","542","208","287","1259","636","0","201","199","228","369","322"
"0500000US36115","Washington County, New York","61197","*****","57372","383","1630","503","246","109","435","96","0","201","455","328","1059","501"
"0500000US36117","Wayne County, New York","90064","*****","84119","474","2042","570","7","23","640","217","0","201","886","508","2370","604"
"0500000US36119","Westchester County, New York","967612","*****","610737","8454","143734","4281","2677","940","58946","1469","223","204","121999","9823","29296","4140"
"0500000US36121","Wyoming County, New York","40085","*****","37949","531","828","274","51","73","35","63","0","201","776","340","446","242"
"0500000US36123","Yates County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
